id,eg,election,total_districts,epsilon,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,D_seats,hash
196013,-0.15001764,USSEN16,34,0.05,0.269849939,0.274084778,0.287494755,0.306918175,0.318454027,0.324154817,0.334510121,0.348665416,0.361561952,0.365314626,0.384658743,0.391644098,0.403473145,0.407611255,0.415085372,0.421496647,0.443344798,0.447171974,0.460849705,0.46804477,0.479645381,0.48252008,0.493517074,0.517398625,0.556991254,0.589860135,0.632207335,0.635428854,0.645752597,0.717728384,0.728976586,0.808622014,0.874106323,0.93328052,11,196013
44582,-0.067573195,PRES16,34,0.05,0.181286641,0.187150509,0.190292013,0.210425079,0.216860708,0.219919796,0.226659871,0.240333847,0.247092113,0.247652205,0.266073707,0.270758123,0.274310042,0.281905252,0.299320398,0.306214647,0.324318994,0.348667058,0.349943099,0.361520398,0.376266227,0.39424118,0.474095602,0.477380522,0.48469757,0.49697002,0.506592424,0.566973194,0.596687587,0.731736968,0.740196506,0.794372981,0.883609919,0.913255687,8,44582
159497,-0.056805238,USSEN16,34,0.05,0.266952406,0.283447707,0.287147335,0.290874525,0.318450773,0.321976718,0.327213708,0.348053249,0.354038789,0.355499381,0.374797328,0.402597108,0.407345229,0.411939443,0.43264735,0.432683369,0.445394183,0.463777269,0.475454497,0.477503649,0.505525876,0.522903082,0.527564016,0.531357055,0.544066448,0.548722916,0.567725074,0.584385979,0.587659784,0.70142436,0.823703541,0.846319722,0.877734075,0.898925721,14,159497
139680,-0.143289586,USSEN16,34,0.05,0.268728759,0.270680392,0.282805942,0.299890578,0.327733063,0.33207606,0.349912522,0.357394172,0.361723276,0.362304878,0.363251322,0.376871697,0.395352201,0.397085797,0.408551451,0.434018561,0.441460795,0.450665212,0.465482167,0.469146433,0.476306411,0.476568237,0.485989355,0.523362755,0.548681276,0.583641297,0.622902962,0.644610609,0.657786736,0.663936445,0.788119188,0.808713295,0.818983581,0.919765922,11,139680
42719,-0.080671785,PRES16,34,0.05,0.18045213,0.18049431,0.193337268,0.201979266,0.221328144,0.221343874,0.225120463,0.229927674,0.230258026,0.252980331,0.256938445,0.2689067,0.274812619,0.275259311,0.282092555,0.320911627,0.36505629,0.376157262,0.382031114,0.383080979,0.385237126,0.401640967,0.403842505,0.440483545,0.455269756,0.491258619,0.568246519,0.679117382,0.682424378,0.686515069,0.709140101,0.741937709,0.796745778,0.89772213,8,42719
54726,-0.074662528,PRES16,34,0.05,0.178158212,0.188985004,0.19826297,0.198668896,0.216458124,0.219194525,0.225909816,0.228448564,0.228895092,0.248867963,0.251226642,0.270453368,0.271482174,0.286254508,0.289404052,0.293531318,0.330380016,0.352147497,0.390051554,0.402374485,0.410501848,0.415834436,0.425956555,0.434715897,0.478506491,0.488510135,0.506451117,0.62287581,0.661867162,0.716765579,0.76980982,0.786669026,0.807196471,0.938091647,8,54726
118387,-0.088693495,USSEN16,34,0.05,0.270914028,0.273824961,0.28790724,0.295994802,0.313310598,0.320352189,0.328413004,0.330329838,0.359053094,0.378002564,0.388684618,0.391497864,0.399980531,0.401301111,0.431940727,0.43334207,0.438124931,0.452871936,0.456740289,0.49284249,0.498184686,0.503540217,0.50392842,0.53062181,0.556871009,0.572488075,0.586137271,0.61164121,0.626802701,0.690511353,0.799461903,0.82722443,0.856216276,0.94275571,13,118387
74257,-0.082759531,PRES16,34,0.05,0.188353985,0.198874691,0.200379649,0.201474054,0.202736094,0.218332427,0.221130654,0.223424014,0.241607603,0.243566415,0.254022434,0.274981765,0.295250449,0.303081066,0.321199754,0.328710635,0.338849447,0.341218098,0.341516828,0.364062652,0.398668383,0.418372015,0.431125044,0.438374872,0.438439406,0.479535453,0.529098887,0.621620445,0.686730075,0.68847591,0.761092402,0.781163435,0.800126786,0.920872041,8,74257
48567,-0.107848875,PRES16,34,0.05,0.179631623,0.191326348,0.191670354,0.197558059,0.215483625,0.217622199,0.223267443,0.237705571,0.24780211,0.252137134,0.255960359,0.257529997,0.259583281,0.306316717,0.312875083,0.324889008,0.339436887,0.34187915,0.345582224,0.400217135,0.400308349,0.425448389,0.438076669,0.456549185,0.459977264,0.464441168,0.46712258,0.599182195,0.657213746,0.680686695,0.75353185,0.82942102,0.837113638,0.941108143,7,48567
85899,-0.046702862,PRES16,34,0.05,0.187741838,0.188663132,0.209115636,0.211330034,0.216236183,0.218871777,0.222963754,0.225298132,0.234337924,0.236328182,0.252711775,0.254130893,0.259401617,0.277186895,0.284072657,0.30914839,0.320070926,0.365586495,0.368251012,0.390295747,0.39371492,0.413152872,0.439923464,0.464878302,0.483848797,0.504655749,0.505409564,0.621355853,0.65941524,0.775197923,0.778565645,0.780926361,0.782969574,0.872085492,9,85899
165646,-0.152621578,USSEN16,34,0.05,0.267836608,0.291022997,0.292205702,0.302245116,0.311414474,0.325181014,0.331723728,0.336952659,0.344027205,0.359296827,0.38090298,0.414197316,0.414722854,0.415184884,0.423455412,0.42749944,0.430545731,0.448289146,0.456114776,0.469733111,0.478574868,0.481976237,0.492754814,0.534504376,0.539439143,0.574256551,0.577112856,0.588522031,0.722578013,0.744957136,0.761176327,0.834591195,0.870890633,0.870892818,11,165646
97047,-0.081309551,PRES16,34,0.05,0.184711311,0.185196635,0.193473225,0.198745691,0.200347121,0.221110784,0.221525919,0.226804773,0.246879412,0.254974543,0.265201215,0.266277046,0.267043229,0.291873127,0.29962982,0.330999317,0.337356512,0.356329916,0.360964804,0.36602718,0.404831718,0.410980192,0.430518184,0.434900773,0.450930635,0.465110606,0.621133543,0.624249634,0.666003716,0.702097091,0.709098931,0.790959453,0.795537346,0.929517237,8,97047
